36	0	2	0
24	0	3	0
25	0	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
24	1	1	300.625
36	0	2	0
78	0	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
4755456	32766	-2095604336	0
24	1	4	0
70	1	2	429
25	0	2	0
33	0	3	0
